project_accession	project_alias	sample_alias	experiment_alias	run_alias	library_name	library_source	library_selection	library_strategy	design_description	library_construction_protocol	instrument_model	file_type	library_layout	insert_size	forward_file_name	forward_file_md5	forward_file_unencrypted_md5	reverse_file_name	reverse_file_md5	reverse_file_unencrypted_md5
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19756	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_3H_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19756_LDI17147_ACTGAT_L003_R1.fastq.gz	06dfcbd49a5655b64c94f26db73fc338		1674_LIB19756_LDI17147_ACTGAT_L003_R2.fastq.gz	da4e48c952b82e56cfcc217cafbc07e5	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19756	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_3H_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19756_LDI17147_ACTGAT_L004_R1.fastq.gz	93b87c517bfd23e95b285c3cfddff404		1674_LIB19756_LDI17147_ACTGAT_L004_R2.fastq.gz	0f305911f602c0175a152c7a417e67c4	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19757	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19757_LDI17148_ATGAGC_L001_R1.fastq.gz	41ec3b18ece935aab10e09fa7bd542ba		1674_LIB19757_LDI17148_ATGAGC_L001_R2.fastq.gz	6a46a410807838ac7ab03688f2d1c2b9	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19757	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19757_LDI17148_ATGAGC_L002_R1.fastq.gz	b31e0560128027c66e1f95afa3c93eb6		1674_LIB19757_LDI17148_ATGAGC_L002_R2.fastq.gz	42d7decafa68589f2eb551e0bb028216	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19757	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19757_LDI17148_ATGAGC_L003_R1.fastq.gz	fd32802f1c380930fe4843ceff1fe0ce		1674_LIB19757_LDI17148_ATGAGC_L003_R2.fastq.gz	a2b3cc1593e1837e618c7ee516ecfeb5	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19757	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19757_LDI17148_ATGAGC_L004_R1.fastq.gz	32ee232b246dbcbcd91866b5b46d1cd1		1674_LIB19757_LDI17148_ATGAGC_L004_R2.fastq.gz	26f752bacf2c327e1f484b3e72b9dce0	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19761	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19761_LDI17150_CACCGG_L001_R1.fastq.gz	091b789522d5e83c1fc88e159e890d2c		1674_LIB19761_LDI17150_CACCGG_L001_R2.fastq.gz	aef7884aa72b0fe752736c7646e8006f	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19761	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19761_LDI17150_CACCGG_L002_R1.fastq.gz	4386f229711f48c81c26ef3e3043c8b6		1674_LIB19761_LDI17150_CACCGG_L002_R2.fastq.gz	8b85dd9434bc5371bf7fe063a3438a3e	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19761	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19761_LDI17150_CACCGG_L003_R1.fastq.gz	f30aae63ded192f5af7d9050fe335920		1674_LIB19761_LDI17150_CACCGG_L003_R2.fastq.gz	4fb283db7d7f8ea965379ffa9cbf10d5	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19761	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19761_LDI17150_CACCGG_L004_R1.fastq.gz	165c0865f5ca21673b30737552e3713c		1674_LIB19761_LDI17150_CACCGG_L004_R2.fastq.gz	eebc7477714f1033d98698bec91feeb1	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19762	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19762_LDI17151_GATCAG_L005_R1.fastq.gz	0c363596fa016bca83f7d97e86586316		1674_LIB19762_LDI17151_GATCAG_L005_R2.fastq.gz	e7262c08c3b747e568e7789dfe14ebfd	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19762	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19762_LDI17151_GATCAG_L006_R1.fastq.gz	eb1f88d33f1b467cb63f284c18f2de62		1674_LIB19762_LDI17151_GATCAG_L006_R2.fastq.gz	61a739bd46f872847a34db4468aff04c	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19762	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19762_LDI17151_GATCAG_L007_R1.fastq.gz	fc8ec62f93e85d2be9390dd8b5809f4f		1674_LIB19762_LDI17151_GATCAG_L007_R2.fastq.gz	33bd9ef24dbf2ab944b678a287a7a4f4	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19762	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19762_LDI17151_GATCAG_L008_R1.fastq.gz	33206f1cf9edfbcce07fa677ee2cde30		1674_LIB19762_LDI17151_GATCAG_L008_R2.fastq.gz	6424505174e436e65bf543c4bb6e1e40	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19764	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19764_LDI17153_GGCTAC_L005_R1.fastq.gz	97f5fa663cd78c12613bf96aafd6296c		1674_LIB19764_LDI17153_GGCTAC_L005_R2.fastq.gz	defe81e3ddc3073568a0bfafc4a0c33b	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19764	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19764_LDI17153_GGCTAC_L006_R1.fastq.gz	ec1ec8a908ad7518353984545d021543		1674_LIB19764_LDI17153_GGCTAC_L006_R2.fastq.gz	ab7a7c78c7942abbb583c39251431f01	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19764	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19764_LDI17153_GGCTAC_L007_R1.fastq.gz	88ccd2f0f26c1538944ee736fe0d7004		1674_LIB19764_LDI17153_GGCTAC_L007_R2.fastq.gz	b6a21dbded8ce401f2776ec201f6232f	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19764	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19764_LDI17153_GGCTAC_L008_R1.fastq.gz	c3a9912e0df05d19ffe4c8ddc86d5001		1674_LIB19764_LDI17153_GGCTAC_L008_R2.fastq.gz	2250c58798ad6a52df276303f26c4ba2	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19765	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19765_LDI17154_AGTCAA_L005_R1.fastq.gz	6cc7b4586f859c0776dce14b6f0b1f83		1674_LIB19765_LDI17154_AGTCAA_L005_R2.fastq.gz	4499b587be0a8d136be816e77cbc72b9	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19765	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19765_LDI17154_AGTCAA_L006_R1.fastq.gz	f33d17c4f81ea370e2ddda85fc2dfb4a		1674_LIB19765_LDI17154_AGTCAA_L006_R2.fastq.gz	255e50b3941a8336a2ffeac7d389a574	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19765	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19765_LDI17154_AGTCAA_L007_R1.fastq.gz	f47deaf6e8b9d9ba2ab626ab905aeb8c		1674_LIB19765_LDI17154_AGTCAA_L007_R2.fastq.gz	ebdf0299cfcc41fc1a82bf4051078605	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19765	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19765_LDI17154_AGTCAA_L008_R1.fastq.gz	cbd788a7a215e3bdb5fc33f77ba520a0		1674_LIB19765_LDI17154_AGTCAA_L008_R2.fastq.gz	7514483dc728d6deca27479ea959555a	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19766	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19766_LDI17155_AGTTCC_L005_R1.fastq.gz	820f65d0393d186a037d6c2366f15f00		1674_LIB19766_LDI17155_AGTTCC_L005_R2.fastq.gz	743fb0f40fbce686755651acd3c7005c	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19766	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19766_LDI17155_AGTTCC_L006_R1.fastq.gz	f90b4b0d48c40bb4ec840a87cc5ccfb6		1674_LIB19766_LDI17155_AGTTCC_L006_R2.fastq.gz	3ded0d4966870b567afbe395bf2e3c4d	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19766	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19766_LDI17155_AGTTCC_L007_R1.fastq.gz	de27ea4d2363493eb106d74ad5def467		1674_LIB19766_LDI17155_AGTTCC_L007_R2.fastq.gz	ebb7b24cac4b68d5905071cc48d20d21	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19766	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19766_LDI17155_AGTTCC_L008_R1.fastq.gz	9b7e1783c34e5fea3910cde943dc62b4		1674_LIB19766_LDI17155_AGTTCC_L008_R2.fastq.gz	c9f2df561cd7d9b259676da6ae4139ac	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19768	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19768_LDI17157_CCGTCC_L005_R1.fastq.gz	40ec2a76d4197a12a721ef6e680a4971		1674_LIB19768_LDI17157_CCGTCC_L005_R2.fastq.gz	73b2612dafa315531236b4d21c34576b	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19768	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19768_LDI17157_CCGTCC_L006_R1.fastq.gz	d42b67744ca7a30436e02a135e6ea0d1		1674_LIB19768_LDI17157_CCGTCC_L006_R2.fastq.gz	18c1df89d24653e30c863ca713a26ce9	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19768	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19768_LDI17157_CCGTCC_L007_R1.fastq.gz	4a15421ccfa4ba5bcccc67f9113c0a5e		1674_LIB19768_LDI17157_CCGTCC_L007_R2.fastq.gz	0c21b5f9bbcfb4e57612d5bc1da11fa3	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19768	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19768_LDI17157_CCGTCC_L008_R1.fastq.gz	17d582556577c1656f288cbfd5752d3f		1674_LIB19768_LDI17157_CCGTCC_L008_R2.fastq.gz	21a3f66e2873e4524293152857e990a5	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19769	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19769_LDI17158_GTAGAG_L005_R1.fastq.gz	a5a8be26499370cad6c3c1ca2822dd41		1674_LIB19769_LDI17158_GTAGAG_L005_R2.fastq.gz	8a04016fd50b7584e37f613c0854ba2d	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19769	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19769_LDI17158_GTAGAG_L006_R1.fastq.gz	5dafe564feba9b4bd29907dfee4c3bfe		1674_LIB19769_LDI17158_GTAGAG_L006_R2.fastq.gz	6c952e90f1cab0ae8c2bdf6c5e9cb30d	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19769	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19769_LDI17158_GTAGAG_L007_R1.fastq.gz	485e127c71552a1480ae2405fa6960dd		1674_LIB19769_LDI17158_GTAGAG_L007_R2.fastq.gz	f735041edcc90863bfe4b32b9b877e46	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19769	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19769_LDI17158_GTAGAG_L008_R1.fastq.gz	64fd66578d011f373e29c47d1042b914		1674_LIB19769_LDI17158_GTAGAG_L008_R2.fastq.gz	dea28d34d45fe921227d3e760f1b9c90	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19771	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19771_LDI17160_GTGAAA_L005_R1.fastq.gz	928470206ea434d3bd38b08a784b1712		1674_LIB19771_LDI17160_GTGAAA_L005_R2.fastq.gz	dc2eb58cf2d71a6efd14c67d865b84c9	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19771	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19771_LDI17160_GTGAAA_L006_R1.fastq.gz	c993a5c5783228be41f00566fb071d51		1674_LIB19771_LDI17160_GTGAAA_L006_R2.fastq.gz	dbd4dbfef55643ebc2a4c9df4339cbe0	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19771	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19771_LDI17160_GTGAAA_L007_R1.fastq.gz	4cd33aeb23839b7869f07ffac42d9a2a		1674_LIB19771_LDI17160_GTGAAA_L007_R2.fastq.gz	f826f53a7cc3053eb46285ead7e60af1	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19771	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19771_LDI17160_GTGAAA_L008_R1.fastq.gz	3ec7a942d2d5b4c342f6919285c16be6		1674_LIB19771_LDI17160_GTGAAA_L008_R2.fastq.gz	0892377643a8c2b72a1d8338ed9bdc97	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19772	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19772_LDI17161_GTGGCC_L005_R1.fastq.gz	9b1fdb5bd6354c7e7491b8315e8ab48a		1674_LIB19772_LDI17161_GTGGCC_L005_R2.fastq.gz	599ac6de2b2d7e4d19d6027f6f1aa702	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19772	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19772_LDI17161_GTGGCC_L006_R1.fastq.gz	d75b5faedba7f31f95b7f0575fcfb38c		1674_LIB19772_LDI17161_GTGGCC_L006_R2.fastq.gz	568a17a690a5ce9bf6a63b3ee004ec91	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19772	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19772_LDI17161_GTGGCC_L007_R1.fastq.gz	e1ebed4643646810add1e9d39f7c0fc1		1674_LIB19772_LDI17161_GTGGCC_L007_R2.fastq.gz	9196ae5cd2af291a21cb486e3f65c7ce	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19772	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_24h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19772_LDI17161_GTGGCC_L008_R1.fastq.gz	92b463c88ed6a2e04e6215cfa5a10db5		1674_LIB19772_LDI17161_GTGGCC_L008_R2.fastq.gz	0ecd5251ec0b92670d8d8e9c10446972	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19774	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19774_LDI17163_CGTACG_L005_R1.fastq.gz	cb9f3fbd1e6beb1cefb101838e06de98		1674_LIB19774_LDI17163_CGTACG_L005_R2.fastq.gz	b1cb306af06d333098cf6f9f6d10bc38	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19774	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19774_LDI17163_CGTACG_L006_R1.fastq.gz	a51cf4dbe3258a597980a7ccba705da1		1674_LIB19774_LDI17163_CGTACG_L006_R2.fastq.gz	4b051491b159ad344484e56845facbae	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19774	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19774_LDI17163_CGTACG_L007_R1.fastq.gz	5f584726ae769d35c79189d1435b545d		1674_LIB19774_LDI17163_CGTACG_L007_R2.fastq.gz	3f2a0ffdf11be37455d39ea0483854de	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19774	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19774_LDI17163_CGTACG_L008_R1.fastq.gz	df3e65462aa5caf6fed511712a288b46		1674_LIB19774_LDI17163_CGTACG_L008_R2.fastq.gz	898cdde8b5b2a52e17c4e293e0747641	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19776	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_host_3h_5R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19776_LDI17165_GGTAGC_L005_R1.fastq.gz	2a1d96446927bbc59feb7d272ea5fc9e		1674_LIB19776_LDI17165_GGTAGC_L005_R2.fastq.gz	04ff20eaf11fa34fad78349f9ae1f78a	
